indice_tiempo,bolsa_g,burcap,merval,merval_arg,merval_25
2009-02-03,61574.97,3926.66,1072.34,750.34,1070.5
2009-02-04,62144.02,3949.5,1079.04,744.81,1077.23
2009-02-05,63895.81,4067.03,1110.72,745.64,1105.15
2009-02-06,65949.76,4197.6,1143.82,751.71,1136.02
2009-02-07,,,,,
2009-02-08,,,,,
2009-02-09,65409.58,4166.94,1135.96,747.91,1127.86
2009-02-10,63501.34,4030.83,1105.11,733.67,1098.45
2009-02-11,63569.34,4013.62,1107.98,725.84,1100.63
2009-02-12,62137.52,3919.77,1084.76,719.9,1078.08
2009-02-13,64616.84,4102.12,1134.89,746.56,1124.65
2009-02-14,,,,,
2009-02-15,,,,,
2009-02-16,63932.12,4052.74,1123.82,741.39,1113.78
2009-02-17,61156.48,3877.57,1072.94,721.53,1065.55
2009-02-18,60095.64,3801.8,1054.9,713.98,1048.05
2009-02-19,60676.14,3824.54,1065.67,711.49,1058.12
2009-02-20,59500.0,3742.59,1048.63,704.19,1040.95
2009-02-21,,,,,
2009-02-22,,,,,
2009-02-23,56931.0,3582.79,1009.51,694.29,1002.23
2009-02-24,58633.12,3707.15,1041.16,704.59,1031.11
2009-02-25,57236.57,3614.99,1019.11,694.8,1009.8
2009-02-26,57091.65,3609.55,1017.87,705.28,1009.63
2009-02-27,57471.12,3632.03,1019.29,692.11,1009.24
2009-02-28,,,,,
2009-03-01,,,,,
2009-03-02,53252.64,3347.33,943.75,660.27,936.66
2009-03-03,52579.86,3299.01,930.12,644.44,922.63
2009-03-04,55337.34,3494.68,986.27,682.82,977.32
2009-03-05,53683.61,3383.78,954.81,665.14,946.61
2009-03-06,54194.22,3405.31,965.02,672.24,957.1
2009-03-07,,,,,
2009-03-08,,,,,
2009-03-09,53562.92,3357.41,952.64,656.6,944.8
2009-03-10,56118.66,3531.65,1004.18,678.55,993.2
2009-03-11,56227.68,3538.56,1004.33,673.59,992.64
2009-03-12,57363.17,3611.03,1025.39,677.7,1011.76
2009-03-13,58079.44,3665.6,1043.33,685.96,1028.19
2009-03-14,,,,,
2009-03-15,,,,,
2009-03-16,57834.97,3638.04,1033.79,680.99,1020.41
2009-03-17,58747.06,3702.85,1051.79,686.66,1037.11
2009-03-18,59608.77,3757.46,1065.56,686.29,1049.84
2009-03-19,60596.82,3815.95,1078.77,677.3,1062.22
2009-03-20,60180.11,3784.76,1069.53,666.16,1052.79
2009-03-21,,,,,
2009-03-22,,,,,
2009-03-23,63340.53,4003.82,1124.56,680.87,1103.42
2009-03-24,,,,,
2009-03-25,63705.64,4042.69,1132.32,692.74,1110.87
2009-03-26,65501.39,4170.98,1171.43,724.56,1148.9
2009-03-27,65009.42,4146.02,1165.27,733.95,1142.92
2009-03-28,,,,,
2009-03-29,,,,,
2009-03-30,62902.21,4000.95,1123.28,716.7,1103.39
2009-03-31,63090.27,4006.27,1125.95,716.1,1106.41
2009-04-01,63577.26,4016.78,1134.61,705.67,1113.38
2009-04-02,,,,,
2009-04-03,66954.48,4249.28,1196.97,723.37,1170.9
2009-04-04,,,,,
2009-04-05,,,,,
2009-04-06,66368.13,4206.3,1185.06,716.52,1159.79
2009-04-07,64440.75,4068.21,1149.74,703.41,1126.97
2009-04-08,65039.66,4097.85,1163.1,709.51,1139.89
2009-04-09,,,,,
2009-04-10,,,,,
2009-04-11,,,,,
2009-04-12,,,,,
2009-04-13,68064.53,4309.03,1224.6,728.9,1195.38
2009-04-14,67116.48,4248.1,1206.43,730.28,1180.32
2009-04-15,67782.91,4284.12,1214.92,732.13,1189.51
2009-04-16,69817.88,4425.81,1254.73,745.99,1226.74
2009-04-17,69935.34,4441.36,1258.47,757.73,1231.49
2009-04-18,,,,,
2009-04-19,,,,,
2009-04-20,66512.23,4210.72,1193.03,738.85,1171.47
2009-04-21,67926.17,4303.76,1220.34,746.38,1196.1
2009-04-22,68176.64,4320.3,1226.97,741.24,1200.45
2009-04-23,68194.26,4325.39,1228.29,739.89,1201.18
2009-04-24,70011.84,4430.9,1259.23,740.93,1230.44
2009-04-25,,,,,
2009-04-26,,,,,
2009-04-27,69278.6,4380.97,1244.52,734.11,1217.76
2009-04-28,69369.29,4391.42,1243.76,734.75,1218.65
2009-04-29,70901.34,4491.43,1270.61,745.02,1245.68
2009-04-30,71231.57,4542.75,1275.25,764.5,1250.94
2009-05-01,,,,,
2009-05-02,,,,,
2009-05-03,,,,,
2009-05-04,75369.75,4812.31,1352.88,779.65,1320.44
2009-05-05,75501.73,4829.42,1363.19,808.33,1331.3
2009-05-06,77799.61,4977.17,1409.91,837.94,1375.58
2009-05-07,78500.23,5025.15,1423.92,857.33,1390.09
2009-05-08,81865.7,5281.34,1500.06,912.85,1460.81
2009-05-09,,,,,
2009-05-10,,,,,
2009-05-11,81868.55,5307.24,1512.11,948.25,1473.09
2009-05-12,82366.93,5347.91,1525.22,956.97,1483.03
2009-05-13,79514.44,5133.59,1461.22,915.82,1424.07
2009-05-14,78929.51,5054.28,1448.18,906.36,1415.41
2009-05-15,78193.16,5000.22,1438.64,914.04,1407.16
2009-05-16,,,,,
2009-05-17,,,,,
2009-05-18,82520.29,5292.93,1528.58,965.11,1492.49
2009-05-19,83288.44,5330.17,1533.39,961.5,1498.14
2009-05-20,84646.57,5424.51,1550.15,958.98,1513.3
2009-05-21,84853.77,5439.71,1560.85,972.99,1525.33
2009-05-22,85092.4,5436.31,1562.4,967.66,1529.14
2009-05-23,,,,,
2009-05-24,,,,,
2009-05-25,,,,,
2009-05-26,85961.24,5472.53,1582.3,967.42,1547.33
2009-05-27,85201.27,5396.84,1567.36,948.37,1533.21
2009-05-28,84616.39,5326.74,1560.41,898.44,1520.13
2009-05-29,86250.55,5422.98,1587.21,885.75,1542.81
2009-05-30,,,,,
2009-05-31,,,,,
2009-06-01,89543.35,5671.13,1656.11,940.33,1609.45
2009-06-02,90104.02,5717.49,1668.76,973.78,1626.05
2009-06-03,86581.73,5485.87,1600.93,967.65,1565.26
2009-06-04,89484.13,5677.11,1654.56,986.23,1615.78
2009-06-05,88567.56,5618.14,1638.1,990.64,1601.48
2009-06-06,,,,,
2009-06-07,,,,,
2009-06-08,88017.44,5567.8,1625.26,989.99,1592.08
2009-06-09,89099.63,5626.69,1641.7,992.75,1609.22
2009-06-10,89748.72,5667.21,1654.99,1009.83,1624.21
2009-06-11,90852.23,5721.18,1669.54,1015.96,1646.09
2009-06-12,89959.08,5677.1,1654.56,1022.85,1634.18
2009-06-13,,,,,
2009-06-14,,,,,
2009-06-15,,,,,
2009-06-16,86616.73,5453.27,1586.23,1004.77,1572.73
2009-06-17,84018.88,5301.67,1534.64,990.29,1521.98
2009-06-18,83833.35,5290.84,1529.9,987.34,1519.67
2009-06-19,85460.88,5419.39,1559.46,1023.08,1554.83
2009-06-20,,,,,
2009-06-21,,,,,
2009-06-22,82081.37,5219.87,1495.98,1009.44,1495.35
2009-06-23,82652.23,5229.17,1506.9,1002.9,1505.6
2009-06-24,84857.33,5370.6,1545.81,1014.06,1542.69
2009-06-25,86547.05,5495.49,1580.96,1040.02,1577.21
2009-06-26,86283.77,5476.48,1579.99,1042.9,1575.53
2009-06-27,,,,,
2009-06-28,,,,,
2009-06-29,86942.87,5532.88,1589.3,1085.73,1590.62
2009-06-30,87135.67,5559.79,1587.97,1095.29,1590.33
2009-07-01,88397.19,5613.66,1610.11,1112.34,1615.28
2009-07-02,85964.77,5436.84,1561.94,1104.14,1573.16
2009-07-03,86591.78,5462.81,1579.12,1126.33,1593.14
2009-07-04,,,,,
2009-07-05,,,,,
2009-07-06,84807.01,5350.2,1553.67,1136.5,1570.5
2009-07-07,83277.78,5252.79,1520.47,1119.14,1538.62
2009-07-08,81470.47,5136.18,1477.84,1065.96,1492.48
2009-07-09,,,,,
2009-07-10,,,,,
2009-07-11,,,,,
2009-07-12,,,,,
2009-07-13,85033.53,5395.0,1548.43,1093.66,1554.36
2009-07-14,84559.77,5355.19,1535.38,1089.01,1544.36
2009-07-15,88002.95,5580.47,1603.81,1115.54,1608.29
2009-07-16,88934.69,5653.51,1626.34,1126.22,1628.12
2009-07-17,88464.41,5626.07,1622.67,1127.03,1623.43
2009-07-18,,,,,
2009-07-19,,,,,
2009-07-20,89962.84,5734.49,1649.22,1138.38,1647.74
2009-07-21,89901.16,5725.55,1652.7,1139.4,1650.74
2009-07-22,89689.7,5708.48,1642.51,1138.85,1645.2
2009-07-23,91731.52,5842.46,1679.42,1152.66,1680.23
2009-07-24,91664.45,5827.56,1675.1,1146.15,1677.44
2009-07-25,,,,,
2009-07-26,,,,,
2009-07-27,91871.63,5856.01,1685.95,1171.75,1688.17
2009-07-28,90807.88,5782.82,1665.21,1172.69,1669.82
2009-07-29,90347.64,5761.08,1655.68,1168.4,1660.66
2009-07-30,92608.68,5910.91,1696.19,1180.11,1697.6
2009-07-31,94060.81,5994.45,1719.87,1190.3,1721.72
2009-08-01,,,,,
2009-08-02,,,,,
2009-08-03,97362.91,6229.31,1781.8,1207.93,1776.36
2009-08-04,96838.7,6200.46,1778.36,1230.1,1774.03
2009-08-05,98530.41,6300.4,1806.51,1244.57,1803.95
2009-08-06,96893.93,6187.57,1776.93,1235.31,1776.06
2009-08-07,97964.17,6255.19,1799.53,1256.78,1799.55
2009-08-08,,,,,
2009-08-09,,,,,
2009-08-10,97835.68,6239.49,1793.31,1265.34,1797.36
2009-08-11,96775.12,6142.22,1759.54,1226.84,1765.23
2009-08-12,97375.45,6193.09,1773.29,1244.33,1779.05
2009-08-13,98612.92,6276.26,1795.58,1257.48,1800.51
2009-08-14,96993.95,6169.33,1761.61,1231.86,1767.32
2009-08-15,,,,,
2009-08-16,,,,,
2009-08-17,,,,,
2009-08-18,95306.77,6050.2,1727.76,1211.65,1734.37
2009-08-19,95191.95,6034.81,1728.21,1212.18,1735.51
2009-08-20,96660.52,6153.03,1766.89,1248.97,1770.2
2009-08-21,98274.24,6270.37,1797.33,1271.41,1799.92
2009-08-22,,,,,
2009-08-23,,,,,
2009-08-24,97193.25,6198.57,1780.93,1285.71,1785.97
2009-08-25,97294.55,6204.31,1779.8,1280.91,1784.16
2009-08-26,97169.77,6198.25,1778.26,1279.79,1783.19
2009-08-27,96680.58,6181.86,1778.34,1291.71,1782.36
2009-08-28,97314.63,6240.62,1797.02,1315.82,1798.51
2009-08-29,,,,,
2009-08-30,,,,,
2009-08-31,96258.25,6176.69,1781.89,1321.74,1782.83
2009-09-01,94571.37,6060.16,1743.64,1287.0,1745.97
2009-09-02,94739.34,6077.29,1753.66,1300.24,1755.22
2009-09-03,94703.38,6074.26,1754.71,1303.56,1756.16
2009-09-04,96139.23,6166.72,1779.25,1305.33,1778.12
2009-09-05,,,,,
2009-09-06,,,,,
2009-09-07,97647.06,6255.54,1809.2,1326.57,1809.74
2009-09-08,99786.16,6388.66,1853.02,1345.84,1849.93
2009-09-09,101337.1,6497.14,1874.33,1350.88,1870.71
2009-09-10,103241.3,6601.83,1908.46,1351.66,1902.19
2009-09-11,102832.5,6561.78,1900.18,1356.09,1897.44
2009-09-12,,,,,
2009-09-13,,,,,
2009-09-14,103849.1,6616.68,1920.06,1364.61,1916.64
2009-09-15,104309.5,6641.13,1930.63,1361.7,1926.05
2009-09-16,107104.3,6825.07,1977.41,1384.91,1972.18
2009-09-17,109033.3,6955.46,2017.57,1394.79,2006.68
2009-09-18,108464.5,6917.21,2007.6,1390.9,1996.04
2009-09-19,,,,,
2009-09-20,,,,,
2009-09-21,107396.7,6849.69,1986.34,1395.66,1980.13
2009-09-22,111269.7,7121.56,2057.83,1436.72,2048.36
2009-09-23,109437.5,6999.06,2023.36,1436.88,2018.75
2009-09-24,108617.2,6938.94,2005.79,1421.27,2001.97
2009-09-25,108979.7,6951.06,2015.83,1441.33,2016.2
2009-09-26,,,,,
2009-09-27,,,,,
2009-09-28,111446.6,7126.21,2071.36,1482.25,2070.69
2009-09-29,111359.3,7102.95,2065.67,1498.22,2071.71
2009-09-30,112194.2,7146.93,2075.14,1516.21,2084.8
2009-10-01,109631.2,6975.56,2022.79,1487.18,2034.54
2009-10-02,109208.3,6958.14,2024.8,1501.62,2035.01
2009-10-03,,,,,
2009-10-04,,,,,
2009-10-05,110135.2,7030.67,2053.05,1534.14,2062.08
2009-10-06,112266.5,7172.36,2101.34,1569.79,2108.21
2009-10-07,112608.1,7171.99,2097.65,1557.85,2108.21
2009-10-08,115046.2,7333.72,2149.09,1594.16,2159.32
2009-10-09,117060.2,7476.84,2169.04,1590.72,2179.41
2009-10-10,,,,,
2009-10-11,,,,,
2009-10-12,,,,,
2009-10-13,118101.8,7550.59,2193.92,1604.73,2200.82
2009-10-14,119416.1,7628.35,2224.27,1620.91,2229.9
2009-10-15,119547.7,7630.79,2224.98,1611.48,2228.39
2009-10-16,118732.5,7574.51,2207.28,1601.86,2211.57
2009-10-17,,,,,
2009-10-18,,,,,
2009-10-19,121157.9,7737.62,2253.84,1628.64,2257.35
2009-10-20,120757.5,7717.49,2246.04,1626.79,2250.12
2009-10-21,121697.0,7769.15,2257.28,1619.06,2260.77
2009-10-22,123509.4,7918.94,2309.48,1671.35,2306.26
2009-10-23,122994.8,7893.46,2295.88,1666.58,2292.01
2009-10-24,,,,,
2009-10-25,,,,,
2009-10-26,121519.8,7792.37,2279.47,1663.68,2275.0
2009-10-27,119856.7,7697.42,2255.26,1665.21,2252.4
2009-10-28,113395.8,7258.91,2119.76,1567.13,2119.75
2009-10-29,117753.8,7549.43,2206.49,1612.66,2202.1
2009-10-30,113136.9,7245.42,2115.76,1553.53,2114.0
2009-10-31,,,,,
2009-11-01,,,,,
2009-11-02,114721.1,7363.82,2145.47,1569.87,2141.28
2009-11-03,117788.9,7554.82,2204.68,1589.88,2199.44
2009-11-04,120137.2,7704.97,2242.54,1610.62,2237.38
2009-11-05,119429.2,7667.79,2222.81,1598.58,2217.76
2009-11-06,119429.2,7667.79,2222.81,1598.58,2217.76
2009-11-07,,,,,
2009-11-08,,,,,
2009-11-09,123113.3,7924.48,2288.65,1625.99,2279.32
2009-11-10,122812.1,7892.84,2279.69,1612.87,2270.07
2009-11-11,121755.5,7805.01,2250.89,1588.98,2243.14
2009-11-12,120100.6,7698.69,2219.28,1573.78,2210.65
2009-11-13,120903.6,7757.52,2233.43,1577.58,2223.54
2009-11-14,,,,,
2009-11-15,,,,,
2009-11-16,124123.6,7973.56,2294.64,1598.82,2279.51
2009-11-17,123366.9,7911.51,2280.8,1588.33,2266.22
2009-11-18,123278.7,7869.86,2265.56,1570.51,2255.37
2009-11-19,121595.4,7756.08,2240.03,1561.49,2231.61
2009-11-20,120943.9,7703.54,2231.5,1562.72,2223.98
2009-11-21,,,,,
2009-11-22,,,,,
2009-11-23,122190.6,7785.99,2251.38,1562.81,2241.54
2009-11-24,122101.8,7789.4,2247.87,1560.95,2237.54
2009-11-25,122701.3,7833.01,2253.45,1558.14,2241.89
2009-11-26,118097.3,7517.86,2156.99,1487.79,2148.46
2009-11-27,119692.6,7630.67,2188.58,1509.46,2178.47
2009-11-28,,,,,
2009-11-29,,,,,
2009-11-30,117899.4,7498.85,2147.25,1484.32,2139.68
2009-12-01,121234.9,7705.92,2210.12,1517.52,2201.25
2009-12-02,122008.5,7754.48,2220.61,1518.69,2211.44
2009-12-03,121817.2,7747.67,2213.06,1513.48,2204.63
2009-12-04,119857.8,7615.68,2174.47,1498.33,2167.76
2009-12-05,,,,,
2009-12-06,,,,,
2009-12-07,119661.8,7599.75,2173.0,1502.36,2165.89
2009-12-08,,,,,
2009-12-09,118824.0,7546.25,2162.63,1499.66,2155.46
2009-12-10,119645.8,7598.71,2179.6,1510.55,2171.63
2009-12-11,119834.2,7602.03,2177.63,1515.18,2171.69
2009-12-12,,,,,
2009-12-13,,,,,
2009-12-14,121313.0,7710.24,2216.54,1541.8,2206.28
2009-12-15,121049.9,7691.51,2214.91,1546.75,2207.03
2009-12-16,122061.8,7757.11,2229.65,1551.53,2220.23
2009-12-17,121309.0,7704.76,2225.48,1564.24,2217.14
2009-12-18,120579.8,7648.74,2215.45,1560.11,2208.19
2009-12-19,,,,,
2009-12-20,,,,,
2009-12-21,121296.4,7683.35,2216.4,1556.85,2212.45
2009-12-22,123099.9,7791.21,2241.09,1563.68,2236.58
2009-12-23,123937.9,7833.7,2249.35,1561.98,2246.39
2009-12-24,,,,,
2009-12-25,,,,,
2009-12-26,,,,,
2009-12-27,,,,,
2009-12-28,125608.8,7950.14,2282.58,1593.97,2280.3
2009-12-29,126635.4,8032.29,2318.39,1637.52,2314.88
2009-12-30,126569.6,8036.03,2320.73,1652.87,2317.9
2009-12-31,,,,,
2010-01-01,,,,,
2010-01-02,,,,,
2010-01-03,,,,,
2010-01-04,131071.8,8349.63,2384.49,1692.34,2384.96
2010-01-05,132893.1,8447.15,2401.75,1703.56,2407.58
2010-01-06,131778.3,8337.72,2362.46,1646.84,2367.96
2010-01-07,133138.6,8429.65,2389.45,1677.34,2397.43
2010-01-08,132115.4,8355.63,2352.76,1636.6,2359.37
2010-01-09,,,,,
2010-01-10,,,,,
2010-01-11,130892.0,8266.1,2317.74,1607.03,2326.05
2010-01-12,128324.3,8105.75,2270.49,1567.82,2277.82
2010-01-13,131486.4,8333.13,2338.07,1612.69,2342.52
2010-01-14,133459.8,8454.62,2381.04,1653.86,2386.1
2010-01-15,133164.8,8425.03,2371.11,1645.82,2378.41
2010-01-16,,,,,
2010-01-17,,,,,
2010-01-18,133397.8,8415.44,2371.86,1637.78,2379.88
2010-01-19,134345.0,8495.43,2388.31,1660.98,2397.41
2010-01-20,132460.0,8367.83,2351.54,1643.6,2362.91
2010-01-21,131171.0,8284.7,2340.2,1636.88,2349.54
2010-01-22,130292.7,8237.31,2331.6,1639.52,2340.74
2010-01-23,,,,,
2010-01-24,,,,,
2010-01-25,129368.1,8184.79,2321.2,1630.45,2328.8
2010-01-26,128564.4,8140.07,2309.25,1630.37,2316.25
2010-01-27,127786.8,8072.61,2306.21,1629.21,2314.17
2010-01-28,127300.7,8053.06,2293.81,1623.01,2302.76
2010-01-29,127937.2,8098.81,2298.55,1626.48,2308.92
2010-01-30,,,,,
2010-01-31,,,,,
2010-02-01,128955.6,8174.2,2313.81,1633.67,2324.0
2010-02-02,130811.2,8305.39,2342.82,1641.71,2350.45
2010-02-03,129872.5,8237.06,2325.79,1633.75,2334.89
2010-02-04,125649.0,7943.9,2236.96,1571.06,2248.83
2010-02-05,121971.0,7691.44,2165.15,1526.67,2179.58
2010-02-06,,,,,
2010-02-07,,,,,
2010-02-08,123483.0,7787.66,2187.83,1535.47,2203.75
2010-02-09,125614.0,7923.08,2233.74,1558.24,2247.43
2010-02-10,125613.7,7943.21,2239.37,1569.6,2251.86
2010-02-11,127796.4,8088.58,2280.96,1592.75,2291.65
2010-02-12,127325.8,8053.9,2273.41,1590.38,2283.44
2010-02-13,,,,,
2010-02-14,,,,,
2010-02-15,127762.8,8075.66,2276.83,1586.31,2286.9
2010-02-16,129437.5,8188.24,2301.09,1589.69,2308.1
2010-02-17,130258.9,8259.98,2320.67,1607.48,2325.75
2010-02-18,130955.3,8293.49,2334.44,1609.89,2338.04
2010-02-19,131087.6,8299.96,2334.99,1607.64,2338.02
2010-02-20,,,,,
2010-02-21,,,,,
2010-02-22,131841.8,8347.18,2346.73,1608.12,2348.09
2010-02-23,129138.6,8161.93,2296.63,1576.29,2298.66
2010-02-24,128927.2,8139.29,2292.22,1572.64,2293.82
2010-02-25,124379.3,7844.56,2211.7,1556.45,2219.76
2010-02-26,124970.1,7879.7,2221.38,1561.56,2229.4
2010-02-27,,,,,
2010-02-28,,,,,
2010-03-01,127134.0,8034.88,2265.14,1591.21,2271.48
2010-03-02,128038.9,8092.68,2285.72,1604.87,2291.04
2010-03-03,128370.6,8120.36,2291.32,1598.38,2293.47
2010-03-04,128222.5,8114.73,2284.26,1592.29,2286.87
2010-03-05,129080.4,8172.23,2298.74,1606.41,2302.74
2010-03-06,,,,,
2010-03-07,,,,,
2010-03-08,130146.7,8264.66,2308.41,1608.62,2311.03
2010-03-09,130552.7,8298.13,2319.14,1616.64,2321.72
2010-03-10,131375.5,8356.69,2332.22,1624.37,2333.04
2010-03-11,131476.1,8368.05,2332.17,1625.58,2331.61
2010-03-12,132613.0,8428.74,2359.97,1644.32,2357.97
2010-03-13,,,,,
2010-03-14,,,,,
2010-03-15,131943.7,8383.02,2351.35,1647.76,2351.89
2010-03-16,133303.3,8459.44,2379.02,1664.51,2378.68
2010-03-17,133542.9,8465.11,2382.38,1671.57,2382.47
2010-03-18,132777.6,8409.05,2372.87,1676.49,2374.26
2010-03-19,132294.4,8385.0,2381.1,1693.62,2380.02
2010-03-20,,,,,
2010-03-21,,,,,
2010-03-22,133558.7,8474.17,2413.67,1719.5,2412.83
2010-03-23,135000.9,8607.36,2439.33,1757.71,2444.48
2010-03-24,,,,,
2010-03-25,133641.6,8513.36,2409.94,1763.41,2428.06
2010-03-26,133555.0,8491.94,2402.45,1755.86,2424.03
2010-03-27,,,,,
2010-03-28,,,,,
2010-03-29,134957.0,8591.91,2417.72,1756.03,2434.07
2010-03-30,134594.2,8551.74,2404.77,1748.62,2423.59
2010-03-31,134195.4,8502.19,2373.71,1716.51,2396.95
2010-04-01,,,,,
2010-04-02,,,,,
2010-04-03,,,,,
2010-04-04,,,,,
2010-04-05,138161.0,8761.51,2449.53,1760.88,2469.52
2010-04-06,139839.9,8885.82,2486.72,1800.01,2506.14
2010-04-07,138485.7,8782.12,2453.74,1778.49,2473.89
2010-04-08,139339.4,8839.36,2470.81,1797.86,2492.18
2010-04-09,140322.2,8914.89,2487.76,1814.88,2510.17
2010-04-10,,,,,
2010-04-11,,,,,
2010-04-12,140000.0,8900.72,2486.01,1823.94,2507.55
2010-04-13,139228.8,8853.65,2463.84,1812.22,2485.78
2010-04-14,139035.9,8837.32,2458.52,1810.33,2481.02
2010-04-15,138037.7,8773.63,2438.23,1802.64,2461.83
2010-04-16,135920.0,8642.34,2398.94,1787.43,2423.89
2010-04-17,,,,,
2010-04-18,,,,,
2010-04-19,136788.5,8694.43,2420.18,1801.3,2444.39
2010-04-20,137917.2,8745.1,2426.84,1799.32,2454.19
2010-04-21,137171.8,8687.27,2423.31,1811.99,2453.61
2010-04-22,136663.0,8670.31,2430.47,1828.03,2458.91
2010-04-23,138368.6,8765.59,2447.03,1826.78,2475.13
2010-04-24,,,,,
2010-04-25,,,,,
2010-04-26,138523.7,8741.5,2436.93,1821.12,2472.71
2010-04-27,134806.9,8504.46,2374.52,1785.82,2412.33
2010-04-28,134748.9,8508.93,2378.05,1789.01,2412.33
2010-04-29,136084.2,8616.05,2395.24,1800.49,2429.52
2010-04-30,136118.3,8625.61,2396.27,1800.82,2428.43
2010-05-01,,,,,
2010-05-02,,,,,
2010-05-03,136511.6,8686.05,2413.03,1831.49,2445.11
2010-05-04,131773.9,8358.63,2324.45,1771.03,2357.48
2010-05-05,129280.8,8173.3,2285.49,1731.33,2316.62
2010-05-06,122510.4,7711.38,2161.73,1627.51,2191.73
2010-05-07,122479.0,7712.0,2160.2,1626.3,2191.5
2010-05-08,,,,,
2010-05-09,,,,,
2010-05-10,130640.7,8265.77,2314.94,1753.24,2348.62
2010-05-11,129806.5,8179.69,2289.63,1732.35,2326.45
2010-05-12,130491.6,8219.62,2300.5,1744.77,2339.18
2010-05-13,129719.8,8165.18,2280.5,1723.35,2316.74
2010-05-14,125970.3,7899.18,2212.87,1672.02,2247.77
2010-05-15,,,,,
2010-05-16,,,,,
2010-05-17,124585.6,7799.72,2185.92,1642.16,2219.97
2010-05-18,124258.4,7776.71,2183.23,1647.92,2217.61
2010-05-19,123772.0,7753.29,2178.4,1638.59,2210.87
2010-05-20,118338.4,7420.73,2089.58,1579.56,2119.14
2010-05-21,120293.2,7534.43,2123.62,1591.58,2153.25
2010-05-22,,,,,
2010-05-23,,,,,
2010-05-24,,,,,
2010-05-25,,,,,
2010-05-26,116590.7,7241.95,2061.07,1539.36,2092.29
2010-05-27,123448.5,7735.2,2176.2,1611.81,2203.99
2010-05-28,122741.9,7699.38,2168.57,1624.36,2199.02
2010-05-29,,,,,
2010-05-30,,,,,
2010-05-31,124539.5,7826.63,2203.6,1651.21,2233.62
2010-06-01,122837.2,7711.7,2175.19,1639.94,2205.36
2010-06-02,124776.4,7858.63,2212.39,1676.61,2243.69
2010-06-03,126151.7,7958.58,2239.09,1702.17,2268.72
2010-06-04,122727.4,7729.06,2181.21,1666.75,2211.21
2010-06-05,,,,,
2010-06-06,,,,,
2010-06-07,121880.3,7674.75,2168.99,1660.81,2199.53
2010-06-08,124154.5,7817.65,2203.52,1678.07,2236.84
2010-06-09,124695.5,7861.47,2217.54,1692.63,2250.34
2010-06-10,126891.2,8025.56,2261.78,1715.83,2290.46
2010-06-11,127811.3,8104.89,2281.23,1735.9,2309.52
2010-06-12,,,,,
2010-06-13,,,,,
2010-06-14,128217.6,8115.83,2282.51,1731.56,2311.1
2010-06-15,131221.8,8325.45,2326.09,1753.93,2352.81
2010-06-16,131143.0,8324.01,2323.12,1755.65,2350.13
2010-06-17,130554.3,8281.86,2314.54,1752.37,2341.16
2010-06-18,130924.3,8311.62,2320.36,1757.67,2347.31
2010-06-19,,,,,
2010-06-20,,,,,
2010-06-21,,,,,
2010-06-22,131292.0,8339.03,2328.45,1766.79,2355.3
2010-06-23,131043.3,8321.72,2326.95,1765.91,2353.18
2010-06-24,129252.6,8205.53,2300.69,1758.65,2328.13
2010-06-25,130508.1,8289.47,2318.14,1764.65,2345.1
2010-06-26,,,,,
2010-06-27,,,,,
2010-06-28,129695.5,8218.71,2292.21,1740.13,2320.38
2010-06-29,124330.7,7842.64,2193.1,1673.48,2223.76
2010-06-30,123883.5,7799.42,2185.01,1673.23,2216.49
2010-07-01,125419.5,7910.43,2209.42,1677.76,2238.2
2010-07-02,125802.4,7926.65,2217.08,1683.38,2247.04
2010-07-03,,,,,
2010-07-04,,,,,
2010-07-05,124918.3,7868.62,2205.05,1679.45,2235.77
2010-07-06,125319.7,7893.43,2210.91,1681.37,2241.67
2010-07-07,128379.0,8098.06,2265.0,1711.0,2294.68
2010-07-08,129777.4,8197.56,2289.5,1730.98,2318.79
2010-07-09,,,,,
2010-07-10,,,,,
2010-07-11,,,,,
2010-07-12,129673.7,8180.99,2288.59,1737.25,2319.13
2010-07-13,130698.5,8251.46,2305.14,1750.83,2337.05
2010-07-14,130938.3,8281.52,2309.87,1760.26,2342.04
2010-07-15,130921.0,8271.01,2306.95,1753.5,2340.32
2010-07-16,129249.8,8158.73,2283.07,1742.43,2317.76
2010-07-17,,,,,
2010-07-18,,,,,
2010-07-19,130288.3,8241.65,2302.98,1758.0,2336.41
2010-07-20,132312.8,8379.63,2336.42,1778.09,2368.48
2010-07-21,131339.3,8343.89,2327.35,1787.99,2359.04
2010-07-22,133390.3,8477.63,2359.73,1802.38,2391.07
2010-07-23,134353.0,8547.34,2375.2,1814.94,2406.63
2010-07-24,,,,,
2010-07-25,,,,,
2010-07-26,135477.2,8613.41,2388.34,1823.89,2421.42
2010-07-27,135282.9,8603.3,2387.33,1827.29,2420.78
2010-07-28,134843.0,8566.15,2374.22,1809.19,2407.2
2010-07-29,136073.1,8653.65,2405.47,1834.95,2437.17
2010-07-30,135444.8,8602.15,2394.16,1826.9,2427.14
2010-07-31,,,,,
2010-08-01,,,,,
2010-08-02,138908.9,8850.07,2454.79,1858.23,2484.36
2010-08-03,138318.8,8793.1,2440.97,1839.62,2468.19
2010-08-04,139253.2,8845.91,2455.72,1852.71,2483.81
2010-08-05,137846.8,8789.13,2432.85,1867.71,2462.13
2010-08-06,137054.3,8738.92,2425.33,1872.41,2454.57
2010-08-07,,,,,
2010-08-08,,,,,
